,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
2188,impetuosity,n,2,instance of,impetuosity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632,1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2189,imposing,aj,2,strong/deep,imposing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786,1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2190,imposingly,av,2,in manner producing effect on emotions,imposingly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2191,imposingness,n,2,quality of making impression,imposingness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2192,impressibility,n,2,capacity for emotion,a specimen/example of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751,1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2193,impression,n,2,effect produced on emotions,with most force,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2194,impressional,aj,2,capable of emotional perception/experience,of/pertaining to effect on emotions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2195,impressive,aj,2,capable of emotional perception/experience,strong/deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2196,impressiveness,n,2,capacity for emotion,quality of making impression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2197,impudency,n,2,impudence,cool confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2198,impudent,aj,2,impudent,specifically of behaviour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2199,in thank,av,2,with pleasure,gratefully,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2200,inamorato,n,2,one who loves/a lover,male lover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201,incandescence,n,2,ardour/fervour,state/condition of anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202,incapable,aj,2,lacking emotional sensibility,emotionally unaffected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2203,incendiary,n,2,one who/that which,one who/that which excites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2204,incense,vt,2,inflame (with) passion,make angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2205,incensed,aj,2,angry,inflamed with passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2206,incommodation,n,2,state of annoyance/vexation,annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2207,incommodious,aj,2,annoying/vexatious,ill-natured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1551,1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2208,incompatible,aj,2,impatient of something,not easily reconciled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1605,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2209,incubus,n,2,nightmare/incubus,one who/that which harasses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2210,incuss,vt,2,strike with emotion,cause to have effect on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1527,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2211,incute,vt,2,strike with emotion,cause to have effect on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542,1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2212,indignant,aj,2,indignant/resentful,characterized by/showing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2213,indolence,n,2,callousness/hard-heartedness,absence of emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2214,indolency,n,2,absence of emotion,callousness/hard-heartedness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,1622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,indulge,vt,2,by indulgence,with/by something given,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2216,indurate,vt,2,make hard/callous,make emotionally unfeeling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538,1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2217,induration,n,2,callousness/hard-heartedness,that which causes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1493,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2218,inexcitable,aj,2,phlegmatic,unexcitable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616,1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2219,inexpiable,aj,2,uncontrollable/irrepressible (of passions),not easily reconciled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,infestious,aj,2,harassing,hostile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2221,infestuous,aj,2,harassing,hostile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2222,inflame,vt,2,inflame (with) passion,excite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2223,inflamed,aj,2,inflamed with passion,angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2224,inflammable,aj,2,excitable,irascible (of person),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225,inflammably,av,2,excitably,in an inflaming manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2226,inflammation,n,2,ardour/fervour,stirring up/inflaming passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,1597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,inflate,vt,2,inspire,inflate with pride,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2228,infuriation,n,2,furious anger,action of infuriating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1851,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2229,ingratitude,n,2,ingratitude,hostility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2230,ingrudge,n,2,a grudge,secret hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2231,inhumorously,av,2,seriously/solemnly,in unwitty/inhumorous manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1898,1898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2232,injured,aj,2,displeased,indignant/resentful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,injured innocence,n,2,injured innocence,person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713,1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2234,inly,av,2,in relation to the heart/breast,with intense emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2235,innaturality,n,2,alienation in feeling/affection,want of/incapacity for emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2236,inquiet,vt,2,harass,upset/perturb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413,1486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2237,inquietude,n,2,state of being upset/perturbed,state of being upset/perturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2238,insensate,aj,2,lacking emotional sensibility,emotionally unaffected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2239,insensible,aj,2,emotionally unaffected,lacking emotional sensibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1612,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2240,insensitivity,n,2,instance of,want of/incapacity for emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2241,insipid,n,2,tedious/dull person,tedious/dull thing/activity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700,1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2242,insolent,n,2,person,impudent person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2243,insolently,av,2,arrogantly,impudently,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2244,inspirational,aj,2,characterized/influenced by inspiration,inspiring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1839,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2245,inspirit,vt,2,encourage/embolden,inspire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1610,1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2246,inspiriting,aj,2,exciting,encouraging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795,1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2247,instinct,aj,2,excited,full of/affected by emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2248,intensity,n,2,intensity/depth,instance of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2249,intimate,aj,2,intimate/familiar,intense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2250,intimately,av,2,with intense emotion,intimately/familiarly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1637,1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2251,intimidated,aj,2,fearful,dismayed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2252,intimidating,aj,2,frightening,intimidating/bullying,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1812,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2253,intolerability,n,2,quality of being unendurable/intolerable,that which is unendurable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2254,invenust,aj,2,not,able to be disliked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1623,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2255,inveteracy,n,2,fierce/virulent hatred,state of bitter and lasting mutual hostility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1691,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2256,inveterateness,n,2,fierce/virulent hatred,state of bitter and lasting mutual hostility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660,1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2257,inwardness,n,2,intimacy,intensity/depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2258,irascible,aj,2,irascible (of person),characterized by anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2259,ireful,aj,2,angry,irascible (of person),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2260,irk,n,2,annoyance/vexation,feeling of weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2261,irked,aj,2,annoyed/vexed,affected by weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2262,irking,aj,2,annoying/vexatious,wearisome/tedious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2263,irking,n,2,action of annoying/vexing,feeling of weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2264,irksomely,av,2,in annoying/vexatious manner,in wearisome/tedious manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2265,irous,aj,2,irascible (of person),angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2266,irrepressibly,av,2,uncontrollably (of passions),irrepressibly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1856,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2267,irritate,vt,2,irritate,cause/give rise to an emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2268,irritated,aj,2,excited,irritated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2269,irritation,n,2,irritation,action of irritating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1703,1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2270,jackanapes,n,2,impudent person,person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2271,jalouse,vt,2,regard with jealousy,begrudge jealously,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,1881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2272,jam,n,2,source of pleasure,that which makes pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2273,jay,n,2,in speech,woman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1523,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2274,jealouste,n,2,zeal/enthusiasm,jealousy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382,1382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2275,jest,vi,2,act/speak with lack of seriousness,jest/joke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2276,jester,n,2,one who jests/jokes,professional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,jesting,n,2,jest/pleasantry,action of jesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2278,jestingly,av,2,in a jesting manner,not seriously/in jest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2279,jet,vi,2,move/walk ostentatiously,boast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1399,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2280,jetting,aj,2,boasting,specifically of persons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2281,jettingly,av,2,boastfully,ostentatiously,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2282,jim-jams,n,2,fit of,state of nervous restlessness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2283,jimmies,n,2,fit of,state of nervous restlessness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2284,jitterbug,n,2,one who is nervous,(the) jitters,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,jocose,aj,2,inclined to jest/joke,characterized by jesting/humour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1673,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,jocoserious,aj,2,partly,"half serious, half jocular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661,1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2287,jocosity,n,2,quality/condition of being merry,a jest/joke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2288,jocular,aj,2,inclined to jest/joke,characterized by jesting/humour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2289,jocularity,n,2,quality of being humorous,a jest/joke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,1848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,jocundary,aj,2,merry,humorous/jesting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,1618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2291,jocundness,n,2,supreme/heavenly happiness,cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,jocundry,n,2,merriment,cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2293,joke,vt,2,drive out by jesting,act/speak with lack of seriousness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863,1863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2294,jolliness,n,2,quality/condition of being merry,spiritedness/liveliness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,jolly,av,2,with pleasure,merrily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1615,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2296,jouisance,n,2,joy/gladness/delight,merriment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2297,joy of,vt,2,take pleasure in/enjoy,take joy/delight in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1502,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2298,joyed,aj,2,joyful at/on account of something,joyful/delighted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2299,joyfully,av,2,joyfully,so as to cause joy/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2300,joyless,aj,2,dejected,wearisome/tedious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2301,jubilant,aj,2,jubilating/rejoicing loudly,rejoicing/exultant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2302,jubilee,n,2,rejoicing/exultation,jubilation/loud rejoicing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303,keen,av,2,with intense emotion,in a keen manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2304,keen < cene,aj,2,daring,warlike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,keenly < cenlice,av,2,in a keen manner,in a brave manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2306,keenness,n,2,intensity/depth,zeal/enthusiasm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,keep one's countenance,vi,2,maintain self-control,refrain from laughing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2308,kick,n,2,loathing/detestation,thrill of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1839,1899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2309,kind,aj,2,affectionate,grateful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2310,kindle,vt,2,inflame (with) passion,give rise to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2311,kitten,n,2,of/to a girl/woman,specifically a female sweetheart/girlfriend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1870,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2312,knight-errant,n,2,knightly hero,one compared to a knight-errant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,know,vt,2,make acquaintance,know/be acquainted with,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,1386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2314,lachrymable,aj,2,causing weeping,weeping/tearful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2315,lachrymose,aj,2,weeping/tearful,causing weeping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727,1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2316,lack-lustre,aj,2,dejected,gloomy/depressing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,languisher,n,2,one who assumes languid look for flirtation,one living in depressing conditions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2318,laugh (someone) out of it,vt,2,with laughter,produce effect in by laughing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2319,laughable,aj,2,causing laughter,capable of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
